Frequency,Nominal,Min,Max
108995.4127475097,4.717239129402162e-7,4.1728047308582123e-7,5.484881958572752e-7
110995.49540409286,4.555970244410577e-7,4.0390437945158234e-7,5.289813437496497e-7
113490.08767288885,4.367630107543704e-7,3.8831933507898497e-7,5.061792494720604e-7
116490.3429473877,4.158211412876039e-7,3.7104096918248937e-7,4.80795302483209e-7
118995.79824514814,3.996342810047089e-7,3.5769244761595633e-7,4.6114871046768845e-7
120995.86769803338,3.8749604700174113e-7,3.4749569263100174e-7,4.46396817917558e-7
123490.8903522847,3.7325473909282716e-7,3.3556904749497404e-7,4.2906410589671044e-7
126491.10640673517,3.57341271128986e-7,3.222921235659045e-7,4.096610786398904e-7
128996.1239727768,3.4498372141266414e-7,3.120238412910721e-7,3.9456337140773647e-7
130996.18315050252,3.3568178810926913e-7,3.0432399382685434e-7,3.8317689376562194e-7
133491.57276772193,3.2472994450237993e-7,2.9529506721354506e-7,3.6974275541222363e-7
136491.75799292792,3.124466768136101e-7,2.8521866900804316e-7,3.546362602079607e-7
138996.40283115243,3.028750853988317e-7,2.774088730418052e-7,3.4283121665703003e-7
140996.45385611654,2.9565014008280177e-7,2.7154350712155423e-7,3.338963705315056e-7
143492.16006458332,2.871221552262287e-7,2.6465748379988346e-7,3.2331961592083254e-7
146492.3206178399,2.775322487523661e-7,2.5696506978594235e-7,3.113834145781827e-7
148996.6442575134,2.7004155260988926e-7,2.509995079091546e-7,3.020239143327301e-7
152479.50681976907,2.6035839856638705e-7,2.433628146028956e-7,2.898612492838874e-7
157480.15748023623,2.4777602562765114e-7,2.33149527758417e-7,2.743906438264406e-7
162480.7680927192,2.365991331689941e-7,2.235029210530053e-7,2.606534664183689e-7
167481.34224444226,2.2666657790652042e-7,2.1501807577717484e-7,2.4831973772802597e-7
172481.8831066034,2.1784077166196812e-7,2.0756679273768616e-7,2.3723275034201246e-7
177482.39349298849,2.100036615225734e-7,2.0103933314153814e-7,2.272578259570102e-7
182482.8759089466,2.0305348854227018e-7,1.9534130789590212e-7,2.1827870160874036e-7
187483.33259252674,1.969021571507966e-7,1.9039116229285688e-7,2.101945886780996e-7
192483.76554920158,1.9147308706692961e-7,1.8611812897042827e-7,2.0291776532958556e-7
197484.176581315,1.8669944901164698e-7,1.8164375063042635e-7,1.9756350985993596e-7
202484.56731316587,1.825227076665406e-7,1.77296793493936e-7,1.9578802725898593e-7
207484.9392124643,1.7889141208258534e-7,1.7348320311058268e-7,1.9452784297078704e-7
212485.29360875778,1.7576018652420648e-7,1.7015850566541184e-7,1.9374391202375183e-7
217485.63170931546,1.7308888454943448e-7,1.6728331471423581e-7,1.9340160565508252e-7
222485.9546128699,1.7084187671440065e-7,1.648226448769507e-7,1.9347010003643988e-7
227486.26332154652,1.689874481979236e-7,1.6274533055370983e-7,1.9392185778608347e-7
232486.5587512534,1.6749728726636798e-7,1.5968078859877027e-7,1.9473218614167853e-7
237486.84174075833,1.663460491416872e-7,1.567528488313017e-7,1.958788587359922e-7
242487.1130596428,1.655109827222265e-7,1.541634043718548e-7,1.973417903511945e-7
247487.37341529163,1.6497160990258866e-7,1.5188834589544366e-7,1.991027559674304e-7
252487.62345905195,1.6470944907941472e-7,1.499059610340812e-7,2.0114514697709885e-7
257487.86379167467,1.6470777590928338e-7,1.481966516795517e-7,2.0345375868836153e-7
264952.82598983543,1.6518898870668797e-7,1.4613534533990248e-7,2.0741467763359716e-7
272488.53186877427,1.6612061874615903e-7,1.4453798829901e-7,2.1184217580330728e-7
277488.7385102322,1.670220619781979e-7,1.4375935849229752e-7,2.1508563660106189e-7
282488.9378365107,1.6812031664780715e-7,1.4317998875366633e-7,2.185345579393068e-7
287489.130229301,1.6940564951717553e-7,1.4278879869622178e-7,2.2217892829735975e-7
292489.3160441933,1.7086907347890647e-7,1.425756410706857e-7,2.2600920773260073e-7
297489.4956128703,1.7250226266270046e-7,1.425312047563549e-7,2.3001624439392471e-7
302489.66924508347,1.7429747672780006e-7,1.4264692885418653e-7,2.34191198754899e-7
307489.837230436,1.7624749311915537e-7,1.4291492641862468e-7,2.385254745988948e-7
312489.9998399949,1.783455462442196e-7,1.433279165772117e-7,2.4301065595138603e-7
317490.1573277509,1.8058527267701674e-7,1.4387916396552422e-7,2.4763844929367585e-7
324961.5361854384,1.8421333580844608e-7,1.4496716081915598e-7,2.5484481333852753e-7
334962.6844888845,1.8947047542544386e-7,1.468252042336258e-7,2.648533118897529e-7
344963.7662132068,1.9519503685120852e-7,1.4913718899966793e-7,2.7528355508246897e-7
354964.78698597697,2.013481225299671e-7,1.5186758920755657e-7,2.8606715671411635e-7
364965.7518178932,2.078927957118354e-7,1.549848915777073e-7,2.97132846490696e-7
379868.3982644516,2.1840378500420178e-7,1.603652288629415e-7,3.141061122544521e-7
394968.35316263,2.2952039360480694e-7,1.6638769691585417e-7,3.312516681164736e-7
404969.13462633174,2.3727555807418836e-7,1.7079282397895796e-7,3.4265276607268177e-7
414969.8784249286,2.4524266831405153e-7,1.7546401462977174e-7,3.5391707730488757e-7
425957.74438317236,2.542075998922851e-7,1.8088960263691704e-7,3.660280560026585e-7
438451.82175468263,2.6457846159437597e-7,1.873797191473317e-7,3.792785740578533e-7
451453.2090925925,2.7548661419692594e-7,1.944573388721061e-7,3.922794025384219e-7
466422.55520075356,2.880980066302531e-7,2.0299342889526908e-7,4.059615851046358e-7
481456.1246884289,3.005885277995999e-7,2.118378453447122e-7,4.1802957340427276e-7
493963.5614091388,3.1077588029482815e-7,2.1940810461614575e-7,4.265537881844665e-7
507444.578254611,3.214136544749482e-7,2.2773229013667621e-7,4.339807094720088e-7
522446.16947586095,3.3264989334077696e-7,2.37085990096188e-7,4.3997529975686665e-7
539907.3994677236,3.446998227452987e-7,2.480299524937317e-7,4.436428289443059e-7
557449.5492867493,3.5543677501969565e-7,2.5887835228691833e-7,4.4389771537964654e-7
572450.8712544685,3.6331065720412593e-7,2.679802345756584e-7,4.4122203124984453e-7
589915.248150105,3.707207852780137e-7,2.782187088664221e-7,4.34897081066648e-7
607453.7019394976,3.761852549217807e-7,2.879328791647809e-7,4.256382738049984e-7
622454.8176373929,3.790957734675114e-7,2.956859242894937e-7,4.1548654711387574e-7
637455.8808262734,3.8035600264822045e-7,3.028133806983371e-7,4.057358185789642e-7
