Frequency,Nominal,Min,Max
75000,-17.839534635656925,-21.099966018386333,-15.319210758801816
76500,-17.46814248493804,-20.65397506012341,-15.004117970836573
78000,-17.112100670644985,-20.226648185995316,-14.701887889820158
80000,-16.659649928060553,-19.683951306876747,-14.317588367614436
82000,-16.230817011776473,-19.16995211725866,-13.953105221357543
84000,-15.823790581585483,-18.682436545237938,-13.606932774669326
86000,-15.43693932814023,-18.21940958662871,-13.277714374963388
88000,-15.068790358489364,-17.77906947392886,-12.964224453637453
90000,-14.71801057690981,-17.359785300699063,-12.665353100039143
92000,-14.383390597212477,-16.960077596781233,-12.380092751596962
94000,-14.063830800950287,-16.57860142729845,-12.10752667189787
96000,-13.75832922013856,-16.214131653945078,-11.846818944759448
98000,-13.465970975845673,-15.8655500523815,-11.59720575813801
100000,-13.185919047462368,-15.53183402612224,-11.35798778911875
102000,-12.917406183339352,-15.212046696500838,-11.128523531898587
104000,-12.659727793188829,-14.905328181278938,-10.908223435901375
106000,-12.412235687306458,-14.610887902236781,-10.696544741995268
108000,-12.174332548197322,-14.32799778548449,-10.492986922039536
110000,-11.94546703732351,-14.05598623797747,-10.297087641334548
112000,-11.725129454031766,-13.794232800400607,-10.108419175514065
115000,-11.409590088493442,-13.419592424071535,-9.838115232642723
118000,-11.110733666896614,-13.064987228970905,-9.581976027972555
120000,-10.920116924275902,-12.838928254661452,-9.418541205813675
122000,-10.735982751494738,-12.620642438702056,-9.260617429475907
125000,-10.471225065608241,-12.306926221749,-9.033465671692356
128000,-10.219304169885053,-12.008580414274329,-8.81723946758935
130000,-10.05803105422413,-11.817668798943552,-8.678772421786501
132000,-9.901802465244522,-11.632789208085523,-8.544603429586061
135000,-9.676408133742322,-11.366163778475292,-8.35097784969434
138000,-9.461105629940562,-11.111590707798564,-8.165959097117176
140000,-9.322844823756984,-10.948170143752776,-8.047113573886621
142000,-9.188587786610427,-10.789525570264981,-7.931685751241649
145000,-8.994334086584649,-10.560061758946134,-7.764634302671103
148000,-8.808160185056293,-10.34022576156659,-7.604485604427749
150000,-8.68828564103769,-10.198719664906955,-7.501344823441713
155000,-8.402455975072813,-9.861446234827685,-7.255341635871154
160000,-8.134892025003099,-9.545896194338871,-7.024965909545234
165000,-7.883885504801137,-9.250020769477533,-6.808765279810237
170000,-7.647935606241029,-8.97202214040368,-6.60546260078432
175000,-7.425718331425262,-8.710316049867185,-6.413930218841757
180000,-7.216061119983985,-8.463500912765264,-6.233168659514583
185000,-7.017921733030302,-8.230332145083503,-6.062288867651335
190000,-6.830370582255575,-8.009700711126571,-5.900497327273754
195000,-6.652575864822947,-7.800615101405906,-5.747083529809032
200000,-6.483790996915745,-7.602186117208327,-5.601409368666856
205000,-6.323343941013274,-7.413613964281291,-5.462900122745835
210000,-6.170628101566822,-7.234177256405339,-5.33103675743457
215000,-6.025094526159498,-7.063223606635275,-5.205349323471309
220000,-5.886245198482447,-6.9001615446893405,-5.085411274953239
225000,-5.753627248561081,-6.7444535470978595,-4.970834560320783
230000,-5.626827936890356,-6.595610005113161,-4.861265366154731
235000,-5.505470294211822,-6.453183986172092,-4.756380414536946
240000,-5.389209318906454,-6.316766669527025,-4.655883731626486
245000,-5.27772865039874,-6.185983356777422,-4.55950381883027
250000,-5.170737650355026,-6.0604899744135565,-4.466991169150263
255000,-5.06796883442291,-5.939969998882571,-4.378116080473193
260000,-4.969175606276776,-5.824131745695553,-4.292666725131086
270000,-4.782622168485901,-5.605443758987564,-4.131277217100759
275000,-4.694456271526687,-5.5021146137928945,-4.054988342220388
280000,-4.609451599871398,-5.402504801708713,-3.9814252062305853
285000,-4.527440052247017,-5.306415841487832,-3.910443224890816
290000,-4.448265263683687,-5.2136631661274775,-3.841907879020583
295000,-4.371781596889391,-5.1240749216622845,-3.775693852316045
300000,-4.297853236061835,-5.037490888539232,-3.711684256422922
305000,-4.22635337118398,-4.953761511199297,-3.649769933121346
310000,-4.1571634624195415,-4.87274702338811,-3.589848824805594
315000,-4.090172575566603,-4.794316658338006,-3.531825405576519
320000,-4.025276780676663,-4.718347934350748,-3.475610166237601
330000,-3.9013865477421055,-4.573343084203298,-3.3682735149976506
340000,-3.784781907738437,-4.436895169885666,-3.267226422866474
350000,-3.67483396357965,-4.30826371804377,-3.171926904824326
360000,-3.570984279976007,-4.186791456626791,-3.0818935779870595
370000,-3.4727352713032826,-4.071892928752281,-2.9966974130734356
390000,-3.2913059682866113,-3.8597784325698874,-2.839321680556205
400000,-3.207368097760463,-3.761671745322356,-2.766488586616903
410000,-3.127505024382638,-3.6683446748438393,-2.6971763846195707
420000,-3.0514242592500795,-3.5794535390200743,-2.6311326501318026
432000,-2.964748436259375,-3.4782031240053235,-2.555873838980449
445000,-2.8760890627963707,-3.3746583893596966,-2.478871937400858
458000,-2.792424711242658,-3.276969500589009,-2.406187668940493
475000,-2.6898693967807272,-3.157254114927751,-2.317062288098041
488000,-2.6162210428289603,-3.071304977835831,-2.253036919246482
500000,-2.5516023180906835,-2.9959099693310938,-2.1968454674579534
515000,-2.475016877376108,-2.9065735286458776,-2.1302273840039416
530000,-2.402714825611998,-2.8222557332124696,-2.067313290002634
550000,-2.312367633180372,-2.7169262482943446,-1.9886646427488257
